Source;Target;DegreeSource;Degreetarget;Capacities
168;12957;104;1;27044
168;12804;104;5;1747810
168;13467;104;2;166932
168;12197;104;2;166603
168;11898;104;4;1030953
168;11681;104;4;1030867
168;11456;104;3;478592
168;11041;104;4;1030781
168;10550;104;2;166083
168;9901;104;8;4834865
168;9442;104;4;1030545
168;9313;104;4;1030426
168;9113;104;3;476588
168;2622;104;4;1027676
168;2280;104;4;1027598
168;3755;104;5;1741974
168;2144;104;3;471386
168;1909;104;4;1027006
168;14797;104;5;1750079
168;5272;104;4;1029566
168;7837;104;2;165635
168;1741;104;3;471101
168;1715;104;5;1740539
168;1243;104;5;1740528
168;16522;104;1;27247
168;9410;104;4;1030540
168;2171;104;4;1027229
168;2084;104;6;2668127
168;5804;104;5;1743363
168;1199;104;17;16989864
168;945;104;56;74002237
168;1946;104;54;73178583
168;14381;104;5;1749522
168;12857;104;5;1748087
168;6253;104;5;1743548
168;13919;104;4;1031290
168;5283;104;4;1029728
168;5755;104;3;474440
168;413;104;133;112392324
168;625;104;4;1026735
168;1923;104;5;1740758
168;17666;104;5;1751820
168;267;104;117;103904867
168;4515;104;5;1742302
168;13065;104;6;2702467
168;5064;104;4;1029217
168;4810;104;5;1742718
168;1186;104;6;2664819
168;1985;104;3;471186
168;4652;104;3;473633
168;541;104;28;34849522
168;2586;104;5;1741256
168;7031;104;4;1029976
168;15645;104;5;1750138
168;8152;104;5;1744868
168;8441;104;5;1745345
168;821;104;5;1740288
168;2979;104;3;472125
168;10997;104;2;166270
168;3250;104;3;472158
168;4139;104;5;1742240
168;345;104;78;85976500
168;4155;104;4;1028659
168;4381;104;4;1029096
168;14516;104;3;479910
168;7277;104;4;1029998
168;5245;104;4;1029334
168;4827;104;3;473777
168;4910;104;4;1029101
168;18070;104;5;1752002
168;2322;104;3;471700
168;6132;104;3;474759
168;14024;104;5;1749420
168;11611;104;3;478723
168;6277;104;2;165450
168;15031;104;3;480064
168;6395;104;2;165509
168;6296;104;2;165482
168;4714;104;5;1742433
168;8905;104;3;476451
168;7762;104;4;1030119
167;19743;188;4;3965877
167;19722;188;5;6089208
167;19515;188;4;3964989
167;19224;188;3;2122404
167;19031;188;6;8641260
167;18971;188;2;818459
167;18209;188;3;2122164
167;17397;188;4;3964693
167;17067;188;3;2121009
167;17037;188;2;816917
167;16947;188;5;6086181
167;16852;188;4;3964646
167;18534;188;6;8639751
167;16735;188;4;3963992
167;16494;188;3;2120539
167;16465;188;5;6085818
167;16450;188;5;6083622
167;15513;188;4;3963226
167;15168;188;3;2120023
167;14874;188;4;3962486
167;19099;188;5;6087946
167;14730;188;4;3961520
167;14696;188;3;2119116
167;14562;188;4;3961344
167;14454;188;6;8615813
167;14382;188;1;125711
167;14373;188;2;814543
167;14279;188;4;3961094
167;14203;188;3;2118650
167;13130;188;2;813865
167;18441;188;2;817666
167;12787;188;6;8614547
167;12415;188;5;6081886
167;11982;188;3;2116494
167;14385;188;3;2118851
167;11815;188;3;2116195
167;11809;188;3;2115738
167;11767;188;2;812913
167;13555;188;5;6082270
167;11499;188;4;3960382
167;3602;188;5;6066765
167;2078;188;4;3945686
167;3471;188;4;3948547
167;1615;188;5;6062269
167;8092;188;3;2113848
167;3266;188;4;3946871
167;6864;188;3;2111484
167;3253;188;4;3946762
167;3124;188;5;6065724
167;3929;188;4;3948687
167;2985;188;6;8553425
167;572;188;109;144528562
167;2834;188;3;2108504
167;6710;188;4;3952886
167;1056;188;53;93912396
167;2232;188;2;805520
167;1975;188;4;3945428
167;8325;188;4;3955784
167;13246;188;4;3960574
167;1938;188;4;3945417
167;3051;188;5;6065626
167;5486;188;4;3952050
167;1342;188;6;8541446
167;15749;188;4;3963947
167;9819;188;3;2114737
167;3908;188;5;6068262
167;14909;188;2;814914
167;3344;188;4;3947489
167;9512;188;2;811123
167;235;188;153;189707144
167;10776;188;4;3959889
167;3971;188;4;3948816
167;8676;188;10;19410210
167;195;188;6;8531034
167;16389;188;5;6083597
167;3025;188;5;6065565
167;311;188;42;85478496
167;4197;188;27;68756333
167;8566;188;5;6075963
167;12885;188;4;3960515
167;5175;188;3;2110641
167;368;188;55;95979860
167;9620;188;5;6076450
167;15666;188;5;6083000
167;8470;188;5;6075798
167;650;188;50;91588787
167;201;188;101;137966979
167;3191;188;4;3946266
167;11385;188;5;6081585
167;1388;188;20;54131181
167;15325;188;2;815770
167;676;188;5;6061184
167;763;188;68;106445222
167;1140;188;16;40043204
167;11427;188;4;3960229
167;465;188;53;93897387
167;8085;188;2;810004
167;15949;188;3;2120421
167;529;188;6;8531599
167;5101;188;3;2110327
167;16721;188;2;816835
167;16464;188;3;2120509
167;1044;188;3;2108191
167;8283;188;4;3955472
167;8115;188;5;6075381
167;919;188;5;6062083
167;7563;188;5;6071260
167;624;188;24;64329816
167;277;188;65;104206741
167;8244;188;2;810095
167;1214;188;61;100519605
167;1264;188;5;6062204
167;2268;188;4;3945971
167;2036;188;5;6063505
167;11031;188;3;2115705
167;1324;188;56;96776422
167;4627;188;4;3949477
167;745;188;5;6061656
167;4857;188;3;2110236
167;11207;188;5;6081221
167;7776;188;5;6073010
167;7903;188;5;6075182
167;5018;188;3;2110315
167;17905;188;2;817056
167;5055;188;4;3950202
167;5218;188;4;3950375
167;444;188;5;6060306
167;6869;188;3;2111605
167;5304;188;4;3950772
167;10892;188;5;6080864
167;4286;188;3;2109304
167;5314;188;4;3951244
167;5415;188;2;807886
167;12435;188;3;2116766
167;4982;188;4;3949689
167;5496;188;2;808166
167;5562;188;5;6068357
167;1860;188;5;6062560
167;5715;188;4;3952651
167;5815;188;4;3952860
167;6125;188;3;2110791
167;5868;188;5;6070432
167;9043;188;2;811024
167;5283;188;4;3950416
167;6054;188;2;808358
167;6143;188;2;808461
167;14009;188;5;6082515
167;1930;188;5;6062739
167;6556;188;3;2110902
167;215;188;149;186732432
167;6640;188;3;2111182
167;3408;188;5;6065897
167;6749;188;1;124693
167;4469;188;4;3949168
167;6782;188;4;3953832
167;7417;188;3;2112794
167;6975;188;5;6070452
167;7586;188;2;809506
167;17192;188;5;6086220
167;14879;188;4;3962809
167;2800;188;6;8547339
167;10253;188;4;3958586
167;7658;188;3;2113372
167;7761;188;4;3953922
167;9666;188;6;8598433
167;13938;188;3;2118566
167;10854;188;4;3960152
167;8541;188;4;3955904
167;14845;188;2;814833
167;8934;188;3;2114122
167;9448;188;5;6076192
167;18890;188;5;6086491
167;9638;188;4;3956169
167;9697;188;5;6080057
167;9925;188;4;3958413
167;15948;188;2;816240
167;14406;188;2;814619
167;3869;188;5;6067329
167;10294;188;2;811539
167;10721;188;4;3959571
167;16261;188;5;6083007
167;10864;188;3;2115642
166;18638;92;2;118913
166;18510;92;2;118898
166;18496;92;4;773793
166;18121;92;2;118873
166;17998;92;3;361060
166;17427;92;4;773194
166;16223;92;2;118692
166;15876;92;4;772143
166;15488;92;3;360479
166;15456;92;3;360309
166;14971;92;5;1359890
166;14669;92;4;771770
166;14399;92;5;1358451
166;14260;92;3;359172
166;18562;92;4;773926
166;16276;92;3;360652
166;13990;92;2;118396
166;19023;92;3;361433
166;13943;92;3;358964
166;17323;92;4;772838
166;13513;92;5;1357364
166;13330;92;5;1357223
166;13250;92;3;358444
166;12743;92;5;1355477
166;12192;92;4;770247
166;3166;92;4;763736
166;2702;92;33;40076944
166;224;92;81;83296612
166;2296;92;4;763202
166;1539;92;6;1998263
166;18713;92;7;2853252
166;17443;92;2;118816
166;806;92;4;762367
166;4489;92;5;1344809
166;1341;92;5;1341089
166;8126;92;3;355514
166;2857;92;6;2001379
166;3365;92;4;763976
166;12221;92;3;357791
166;6083;92;6;2005940
166;3035;92;3;353498
166;10174;92;4;768812
166;19821;92;5;1365320
166;2769;92;4;763550
166;610;92;4;762153
166;799;92;45;58589280
166;10357;92;4;768936
166;3759;92;4;764300
166;14026;92;5;1357981
166;8184;92;4;767298
166;1410;92;6;1998174
166;1033;92;5;1340668
166;9419;92;5;1352090
166;4396;92;4;764339
166;601;92;70;78045548
166;612;92;79;82314872
166;1868;92;3;352534
166;7964;92;6;2009058
166;1606;92;6;1998778
166;9734;92;5;1352798
166;2040;92;5;1341788
166;2421;92;6;1999363
166;4326;92;4;764331
166;5211;92;4;764962
166;19750;92;3;361907
166;4637;92;35;45007687
166;4960;92;2;117340
166;5248;92;4;765079
166;16369;92;5;1360767
166;5701;92;3;354495
166;12811;92;5;1355607
166;6080;92;4;765841
166;6300;92;3;354729
166;6353;92;5;1347850
166;7167;92;3;355185
166;10353;92;3;356640
166;7568;92;3;355214
166;7780;92;3;355258
166;9345;92;3;355900
166;9506;92;5;1352107
166;9801;92;4;768648
166;2012;92;9;4774220
166;9632;92;3;356104
166;3775;92;5;1344164
166;9744;92;4;768492
166;11614;92;3;357606
165;19981;142;6;4992302
165;19856;142;6;4992226
165;19789;142;6;4991703
165;19401;142;4;2144446
165;19383;142;4;2144263
165;19282;142;5;3440776
165;18905;142;4;2144096
165;18686;142;5;3438911
165;19164;142;4;2144118
165;7342;142;5;3436294
165;484;142;69;93437645
165;17629;142;3;1077222
165;6685;142;3;1075249
165;11257;142;2;378102
165;6388;142;3;1074934
165;9944;142;4;2140302
165;16615;142;4;2143181
165;6385;142;6;4991014
165;5736;142;5;3435663
165;4615;142;4;2139367
165;4464;142;3;1074644
165;16910;142;4;2143802
165;4343;142;3;1074360
165;1041;142;51;82259987
165;4130;142;5;3435571
165;18998;142;5;3440767
165;18227;142;3;1077377
165;3863;142;5;3435554
165;16817;142;4;2143767
165;13727;142;3;1076196
165;2274;142;4;2138264
165;218;142;109;120597426
165;18799;142;4;2144036
165;809;142;32;64414211
165;6905;142;4;2140040
165;10080;142;2;377868
165;3099;142;2;376341
165;904;142;49;80947781
165;8847;142;5;3437631
165;13230;142;1;59053
165;1282;142;5;3434238
165;187;142;111;121804331
165;2128;142;6;4990076
165;345;142;78;99335543
165;11653;142;3;1076010
165;12357;142;7;7049025
165;2334;142;5;3435091
165;328;142;47;79034459
165;7114;142;4;2140087
165;13282;142;4;2142922
165;18108;142;5;3438863
165;6201;142;2;376690
165;287;142;107;119212792
165;19560;142;3;1077538
165;11336;142;3;1075972
165;6423;142;5;3436125
165;19006;142;2;379511
165;759;142;5;3433969
165;6863;142;4;2139764
165;14991;142;5;3437678
165;4149;142;4;2138548
165;18990;142;5;3439645
165;3313;142;6;4990353
165;229;142;120;127066860
165;554;142;47;79041967
165;347;142;87;104466560
165;861;142;92;107674506
165;1889;142;5;3434660
165;2230;142;4;2138156
165;945;142;56;85615824
165;6381;142;5;3435780
165;1241;142;4;2138036
165;1931;142;5;3434918
165;17679;142;5;3438853
165;11533;142;4;2142041
165;1767;142;5;3434351
165;7784;142;13;19326199
165;8108;142;5;3436319
165;8305;142;4;2140232
165;3314;142;5;3435302
165;8454;142;6;4991111
165;8476;142;3;1075631
165;8558;142;3;1075814
165;15162;142;4;2143164
165;13187;142;4;2142618
165;8852;142;2;377621
165;9669;142;1;59001
165;5923;142;4;2139651
165;17745;142;4;2143914
165;11320;142;4;2140700
165;14817;142;5;3437669
165;9934;142;3;1075834
165;211;142;64;90149296
165;17173;142;5;3438698
165;15978;142;3;1076945
165;815;142;6;4988954
165;10067;142;4;2140362
165;10222;142;3;1075910
165;8529;142;3;1075659
165;12127;142;5;3437648
165;232;142;116;125203141
165;10769;142;4;2140600
165;10930;142;1;59011
165;11330;142;2;378110
165;19367;142;4;2144129
165;11400;142;4;2141234
165;11707;142;3;1076080
165;15009;142;3;1076588
165;11872;142;3;1076152
165;11736;142;3;1076121
165;12507;142;2;378338
165;8615;142;5;3437113
165;12984;142;4;2142350
165;13054;142;4;2142595
165;13771;142;5;3437660
165;14291;142;4;2142941
165;3581;142;3;1074295
165;6922;142;4;2140082
165;13090;142;2;378437
165;14375;142;3;1076577
165;10154;142;4;2140370
165;14523;142;4;2142992
165;18307;142;3;1077406
165;11625;142;4;2142069
165;14709;142;2;378750
165;15094;142;3;1076790
165;15149;142;3;1076810
165;530;142;113;123706891
165;15950;142;5;3437873
165;16549;142;5;3438022
165;16747;142;4;2143256
165;17060;142;3;1077004
165;5240;142;3;1074705
165;17062;142;3;1077064
165;2798;142;4;2138504
165;17961;142;1;59142
164;19392;71;3;178169
164;19262;71;4;379588
164;19104;71;3;178159
164;18977;71;3;178106
164;17786;71;4;379311
164;17059;71;5;714711
164;17057;71;3;177919
164;16831;71;3;177867
164;12228;71;4;378267
164;6476;71;4;376843
164;5832;71;3;176808
164;758;71;77;72241092
164;3933;71;4;376530
164;13963;71;3;177476
164;855;71;23;15979974
164;4737;71;3;176750
164;13410;71;3;177437
164;19791;71;4;379743
164;7345;71;6;1075377
164;2011;71;5;711342
164;15212;71;4;379018
164;353;71;5;710567
164;10147;71;2;59010
164;3064;71;4;376283
164;13176;71;3;177397
164;18420;71;4;379425
164;259;71;137;92974078
164;5161;71;3;176759
164;898;71;5;710875
164;306;71;69;67500835
164;6505;71;5;712635
164;13109;71;5;713719
164;3859;71;5;711917
164;10944;71;5;713212
164;11706;71;3;177213
164;611;71;5;710648
164;12861;71;4;378354
164;6384;71;4;376772
164;2995;71;3;176450
164;9218;71;3;177023
164;7587;71;4;377344
164;7760;71;5;712784
164;8235;71;5;712879
164;5514;71;5;712544
164;8943;71;3;176989
164;8540;71;2;58987
164;10192;71;3;177157
164;10125;71;3;177139
164;11574;71;5;713223
164;7011;71;5;712780
164;5360;71;2;58859
164;12726;71;3;177334
164;16679;71;4;379279
164;8125;71;4;377534
164;13967;71;5;713823
164;18321;71;6;1077506
164;14384;71;5;714158
164;19870;71;1;11459
164;14790;71;3;177601
164;15077;71;6;1076625
164;15111;71;3;177732
164;15701;71;3;177767
164;6287;71;1;11446
164;16066;71;5;714612
164;16706;71;4;379281
163;17290;87;3;305491
163;16828;87;2;102446
163;16771;87;6;1774561
163;15059;87;4;669869
163;19988;87;6;1778504
163;18845;87;4;673278
163;14019;87;3;304897
163;13760;87;3;304832
163;17902;87;5;1135962
163;12822;87;3;304600
163;12514;87;4;668633
163;12292;87;4;668244
163;12180;87;3;304469
163;16152;87;3;305209
163;11072;87;5;1132248
163;10765;87;4;666098
163;2851;87;4;658135
163;13749;87;3;304811
163;668;87;79;80539053
163;6863;87;4;662459
163;5069;87;3;302688
163;12024;87;3;304411
163;1102;87;6;1755098
163;1428;87;3;302153
163;2404;87;4;657777
163;999;87;5;1125448
163;928;87;6;1755056
163;2237;87;5;1127616
163;840;87;6;1754739
163;15300;87;6;1773072
163;11998;87;4;667662
163;314;87;5;1124384
163;8569;87;5;1131244
163;17907;87;5;1136051
163;16002;87;3;305194
163;13716;87;4;669313
163;1016;87;71;76290986
163;11277;87;3;304155
163;2895;87;6;1755868
163;16823;87;5;1135690
163;3615;87;3;302585
163;8099;87;4;663275
163;1699;87;5;1126903
163;510;87;46;57719450
163;13820;87;4;669466
163;1120;87;5;1125459
163;511;87;5;1124919
163;3697;87;4;659587
163;540;87;5;1125015
163;2860;87;19;16280534
163;1971;87;41;49396417
163;927;87;4;656669
163;3512;87;3;302565
163;8055;87;4;663216
163;8114;87;4;663400
163;3596;87;4;659350
163;1996;87;4;657448
163;3647;87;4;659449
163;3794;87;5;1129003
163;1389;87;5;1126545
163;9517;87;2;101503
163;18001;87;4;672465
163;5428;87;4;661210
163;5785;87;4;661498
163;6075;87;2;101094
163;4042;87;4;659768
163;6582;87;5;1130338
163;2972;87;4;658348
163;6020;87;4;661799
163;7290;87;6;1762360
163;6755;87;3;303087
163;18592;87;5;1136266
163;1574;87;4;656976
163;3733;87;6;1756906
163;6908;87;3;303165
163;8634;87;4;664168
163;8899;87;3;303622
163;9280;87;4;664494
163;10291;87;3;303753
163;9291;87;4;664670
163;10307;87;4;665899
162;19823;156;6;6056627
162;19233;156;2;482819
162;19058;156;4;2717861
162;19044;156;2;482663
162;18856;156;2;482357
162;18741;156;3;1418134
162;18536;156;4;2715451
162;17835;156;3;1416515
162;17083;156;4;2714523
162;16574;156;3;1414326
162;16500;156;3;1413793
162;16119;156;4;2711839
162;19644;156;2;483348
162;16046;156;6;6031315
162;15922;156;3;1412454
162;15542;156;4;2710572
162;15437;156;3;1411237
162;15236;156;2;480112
162;5039;156;4;2678737
162;17514;156;2;481506
162;4150;156;2;473224
162;4785;156;5;4314574
162;15881;156;4;2711176
162;975;156;5;4293756
162;4627;156;4;2677625
162;3230;156;4;2672568
162;4625;156;3;1394804
162;8562;156;3;1402669
162;3935;156;4;2675117
162;3402;156;2;472254
162;5434;156;3;1396161
162;4039;156;4;2675982
162;2007;156;5;4301850
162;6579;156;4;2683104
162;7214;156;3;1399328
162;8357;156;3;1401602
162;3272;156;5;4307947
162;478;156;5;4290079
162;6447;156;6;5953420
162;3065;156;44;80479078
162;2941;156;5;4306433
162;8251;156;3;1400970
162;9942;156;5;4331173
162;2221;156;5;4302896
162;4225;156;4;2676140
162;2169;156;4;2668689
162;7630;156;3;1400260
162;18025;156;4;2714926
162;2091;156;8;10254757
162;1075;156;5;4293968
162;4285;156;4;2676298
162;1491;156;3;1390878
162;2913;156;5;4306331
162;7321;156;4;2686346
162;7829;156;3;1400361
162;15748;156;4;2711042
162;11893;156;3;1407286
162;1645;156;4;2666334
162;3713;156;5;4309871
162;5255;156;4;2679112
162;6667;156;4;2683175
162;19280;156;3;1418681
162;15682;156;3;1412105
162;9478;156;6;5975913
162;1293;156;4;2665038
162;6231;156;2;474983
162;7302;156;5;4323074
162;13470;156;7;8072320
162;799;156;45;81359583
162;1223;156;5;4296920
162;195;156;6;5884411
162;2449;156;3;1392174
162;5851;156;4;2680573
162;8483;156;2;476155
162;1017;156;33;69357405
162;662;156;5;4292283
162;1394;156;6;5892950
162;1083;156;5;4294181
162;1128;156;3;1390527
162;14336;156;4;2705113
162;4913;156;5;4315605
162;10247;156;2;477437
162;3956;156;4;2675972
162;1537;156;5;4298732
162;1562;156;17;32542474
162;5285;156;2;474192
162;7275;156;4;2685358
162;10873;156;8;10377089
162;16078;156;4;2711809
162;1686;156;5;4300252
162;9034;156;3;1403911
162;10576;156;4;2697693
162;5465;156;3;1396262
162;5467;156;4;2679813
162;18935;156;4;2717307
162;5571;156;4;2680384
162;5591;156;5;4317830
162;5786;156;4;2680428
162;10739;156;5;4333744
162;5864;156;4;2680705
162;6516;156;4;2682437
162;6711;156;4;2683879
162;6746;156;2;475268
162;7003;156;3;1398868
162;17681;156;5;4354528
162;7144;156;3;1399144
162;9938;156;6;5980155
162;15536;156;3;1411790
162;7826;156;4;2688238
162;7903;156;5;4326834
162;15142;156;4;2709377
162;7303;156;2;475489
162;8074;156;4;2689402
162;8328;156;3;1401570
162;951;156;6;5888077
162;12773;156;4;2701844
162;3784;156;3;1394353
162;8667;156;4;2690906
162;11946;156;6;5992031
162;8862;156;6;5970045
162;2424;156;21;45257261
162;9363;156;4;2693057
162;2964;156;4;2670904
162;9389;156;4;2693112
162;9748;156;5;4330369
162;829;156;6;5886378
162;9824;156;3;1404617
162;19556;156;4;2719052
162;10047;156;4;2693928
162;11028;156;5;4336137
162;10246;156;3;1404929
162;2536;156;5;4304153
162;11274;156;4;2699145
162;11284;156;4;2699364
162;602;156;5;4291056
162;11396;156;5;4337880
162;11451;156;3;1406901
162;14245;156;4;2705021
162;4560;156;5;4314044
162;1733;156;4;2666844
162;191;156;93;115194294
162;12784;156;4;2701910
162;11997;156;3;1407470
162;6086;156;6;5947084
162;13282;156;4;2702915
162;13412;156;5;4345915
162;13420;156;4;2703720
162;14065;156;4;2704570
162;14661;156;4;2705998
162;14917;156;4;2707300
161;19831;108;4;1123366
161;17762;108;4;1122294
161;16230;108;3;536495
161;16083;108;4;1120781
161;16028;108;3;536331
161;13586;108;5;1908071
161;13495;108;4;1119263
161;18922;108;4;1123147
161;12445;108;4;1118408
161;15502;108;4;1120547
161;12200;108;4;1117999
161;17362;108;6;2950559
161;12028;108;5;1906484
161;11854;108;4;1117649
161;10920;108;5;1904715
161;10865;108;5;1904657
161;10825;108;4;1116690
161;9781;108;3;531810
161;9703;108;3;531807
161;9633;108;4;1115156
161;9625;108;3;531608
161;16257;108;3;536550
161;9399;108;3;531213
161;16442;108;4;1121096
161;9203;108;4;1114712
161;9076;108;4;1114695
161;3211;108;3;526900
161;14752;108;5;1912333
161;3449;108;3;527156
161;3576;108;4;1108274
161;14386;108;2;185125
161;3083;108;3;526780
161;2987;108;4;1107717
161;11029;108;6;2933823
161;3282;108;5;1889251
161;2974;108;2;181272
161;15069;108;5;1913148
161;11513;108;3;533402
161;11259;108;4;1117114
161;11132;108;4;1116963
161;3741;108;5;1891248
161;2935;108;4;1107490
161;2831;108;3;526656
161;648;108;54;74084183
161;17769;108;5;1916297
161;16880;108;3;537170
161;2021;108;4;1106212
161;2402;108;4;1106945
161;4880;108;21;24905215
161;7584;108;9;6636539
161;9453;108;4;1114833
161;8056;108;3;530148
161;619;108;11;9222021
161;4135;108;3;527824
161;8598;108;5;1901044
161;16036;108;4;1120682
161;6638;108;4;1112002
161;635;108;37;57684151
161;1917;108;6;2911227
161;1409;108;5;1883188
161;7899;108;4;1114278
161;1374;108;5;1883064
161;4619;108;3;528226
161;1896;108;5;1885246
161;6753;108;4;1112519
161;8150;108;2;183047
161;3285;108;3;527104
161;3740;108;4;1108582
161;1835;108;6;2911058
161;8089;108;6;2928620
161;11838;108;2;184160
161;11711;108;5;1905974
161;4091;108;3;527741
161;19493;108;5;1918659
161;4761;108;3;528325
161;17948;108;3;537580
161;5121;108;5;1894542
161;7422;108;4;1113456
161;8897;108;3;530704
161;17095;108;5;1916128
161;5538;108;3;529193
161;14748;108;3;535500
161;6112;108;6;2924244
161;2226;108;4;1106311
161;6544;108;3;529683
161;6960;108;4;1113123
161;7037;108;5;1898138
161;8276;108;2;183091
161;16098;108;5;1914932
161;9113;108;3;531063
161;7208;108;4;1113384
161;13314;108;2;184643
161;8742;108;4;1114501
161;2746;108;5;1887943
161;7445;108;2;182918
161;13194;108;4;1119047
161;13067;108;3;534188
161;5574;108;4;1111004
161;7860;108;4;1114235
161;19634;108;4;1123255
161;8204;108;3;530200
161;8962;108;4;1114638
160;19900;93;4;793860
160;19882;93;5;1389985
160;19534;93;4;793697
160;19299;93;3;364474
160;18717;93;2;123779
160;19828;93;3;364492
160;18431;93;1;20400
160;17790;93;4;792613
160;17724;93;5;1389209
160;17480;93;1;20388
160;17054;93;5;1388757
160;16805;93;3;364363
160;16389;93;5;1388022
160;16218;93;6;2071759
160;16507;93;3;364268
160;15872;93;5;1387385
160;14908;93;3;364180
160;14882;93;5;1387079
160;14651;93;3;364165
160;14505;93;5;1386841
160;14352;93;3;364159
160;13198;93;4;790862
160;12761;93;2;122861
160;12553;93;4;790795
160;3703;93;5;1381565
160;11432;93;3;363820
160;943;93;5;1378932
160;3194;93;5;1380643
160;12831;93;3;363963
160;3179;93;5;1380617
160;2945;93;29;33062808
160;17337;93;4;792552
160;319;93;97;89900450
160;16720;93;3;364290
160;1734;93;5;1379427
160;3244;93;5;1380788
160;11113;93;4;790246
160;2508;93;4;785330
160;6343;93;3;363394
160;8821;93;4;788511
160;594;93;5;1378830
160;9597;93;6;2066908
160;3030;93;3;362972
160;1633;93;5;1379350
160;16519;93;5;1388097
160;7974;93;4;788091
160;2692;93;5;1379972
160;11129;93;4;790425
160;8255;93;3;363688
160;4191;93;3;363251
160;2443;93;6;2063943
160;665;93;75;81117408
160;900;93;6;2061345
160;4309;93;3;363270
160;4055;93;23;22513873
160;12712;93;3;363955
160;1155;93;5;1379026
160;3920;93;3;363105
160;1507;93;63;74329208
160;4233;93;4;786197
160;4882;93;6;2065454
160;4362;93;5;1381685
160;14894;93;4;791585
160;5242;93;6;2065488
160;15444;93;4;792175
160;7189;93;4;787228
160;12499;93;3;363907
160;5927;93;5;1381980
160;6561;93;4;786956
160;7210;93;4;787484
160;9924;93;5;1385451
160;6183;93;5;1382427
160;7199;93;3;363436
160;7979;93;5;1383936
160;13827;93;4;791167
160;10525;93;5;1385915
160;8112;93;3;363598
160;8479;93;4;788398
160;8608;93;4;788492
160;3149;93;4;785506
160;9245;93;4;788581
160;19971;93;5;1390002
160;16796;93;2;123478
160;10065;93;4;789339
160;2919;93;2;121421
160;10285;93;3;363779
160;10666;93;3;363784
159;19961;166;6;7108965
159;19628;166;2;581448
159;19466;166;4;3055958
159;19281;166;6;7108742
159;18702;166;5;4813848
159;19559;166;3;1595481
159;18788;166;2;581379
159;18017;166;5;4811631
159;17911;166;1;89570
159;17799;166;4;3053925
159;17194;166;2;581252
159;16758;166;4;3053570
159;16632;166;2;581170
159;16311;166;3;1594506
159;16143;166;3;1594261
159;15871;166;5;4809294
159;15222;166;3;1593650
159;14982;166;4;3051740
159;14954;166;2;580581
159;14832;166;3;1593416
159;14703;166;5;4809204
159;18201;166;3;1594848
159;4066;166;4;3036228
159;613;166;6;7088626
159;3086;166;5;4783613
159;2832;166;3;1587713
159;10706;166;4;3046754
159;12230;166;4;3049029
159;2700;166;4;3033510
159;3611;166;34;73510535
159;6786;166;4;3040901
159;9453;166;4;3045885
159;1678;166;4;3030184
159;2165;166;4;3031624
159;3943;166;4;3035460
159;1724;166;5;4780298
159;200;166;153;171213991
159;5724;166;2;579329
159;4042;166;4;3035590
159;2243;166;5;4782110
159;2370;166;6;7096074
159;19905;166;4;3056243
159;2686;166;29;67129079
159;2033;166;5;4781607
159;14945;166;3;1593553
159;7235;166;5;4794273
159;19789;166;6;7108823
159;2313;166;4;3032968
159;1542;166;5;4779666
159;952;166;6;7093757
159;300;166;33;72250872
159;10075;166;4;3046188
159;261;166;128;148495438
159;642;166;37;75952066
159;14358;166;5;4806792
159;16945;166;5;4811119
159;754;166;6;7089872
159;1400;166;4;3029826
159;279;166;5;4776328
159;1806;166;5;4780479
159;9658;166;4;3045969
159;663;166;5;4776969
159;11458;166;6;7104646
159;423;166;34;73472462
159;11988;166;6;7106873
159;677;166;103;127251681
159;12242;166;3;1591870
159;2105;166;1;89370
159;8177;166;4;3044278
159;1882;166;5;4781096
159;289;166;118;140662735
159;670;166;4;3029065
159;7782;166;5;4795148
159;14074;166;3;1592377
159;710;166;33;72267024
159;16761;166;3;1594510
159;351;166;39;78276265
159;15962;166;5;4809748
159;799;166;45;83433169
159;188;166;67;99478641
159;3192;166;4;3033819
159;365;166;7;8863014
159;15270;166;4;3051972
159;364;166;64;97015442
159;506;166;5;4776499
159;11074;166;4;3046971
159;17630;166;2;581344
159;10691;166;4;3046628
159;12977;166;2;580064
159;3228;166;4;3033982
159;750;166;55;90227168
159;10656;166;5;4799562
159;4514;166;4;3037167
159;15068;166;3;1593623
159;4531;166;4;3037236
159;4660;166;5;4787987
159;896;166;24;57611934
159;4751;166;6;7100363
159;685;166;18;39952627
159;11736;166;3;1591337
159;12660;166;3;1592030
159;5278;166;4;3037279
159;5292;166;5;4790569
159;5555;166;4;3037324
159;7841;166;3;1590008
159;1535;166;5;4779051
159;5647;166;3;1589291
159;4913;166;5;4788085
159;13394;166;3;1592270
159;5709;166;4;3037958
159;16808;166;3;1594640
159;9355;166;4;3045749
159;6014;166;4;3038456
159;12110;166;3;1591789
159;1846;166;4;3030962
159;6472;166;3;1589594
159;6726;166;4;3040615
159;10409;166;2;579756
159;19712;166;4;3056229
159;4292;166;5;4785144
159;6862;166;4;3041602
159;7192;166;5;4793154
159;7194;166;2;579617
159;18519;166;5;4813206
159;7468;166;5;4794455
159;17231;166;4;3053810
159;1297;166;18;39986265
159;7722;166;4;3042368
159;19123;166;3;1595070
159;7558;166;3;1589971
159;18348;166;4;3054269
159;7811;166;6;7101726
159;7936;166;4;3042677
159;8073;166;4;3044038
159;9470;166;4;3045926
159;8545;166;5;4796847
159;9143;166;6;7102529
159;10032;166;3;1590121
159;9535;166;2;579703
